SeqName	GO IDs
ostta12g01480	F:GO:0003676; F:GO:0008270
ostta12g01255	C:GO:0016021
ostta16g00080	F:GO:0003824
ostta16g00090	C:GO:0005576
ostta16g00100	P:GO:0000028; F:GO:0003723; P:GO:0006364; C:GO:0032545; C:GO:0034456
ostta16g00110	
ostta16g00120	
ostta16g00130	
ostta16g00140	
ostta16g00150	
ostta16g00160	P:GO:0030001; F:GO:0046872
ostta16g00170	F:GO:0005509; C:GO:0016020; C:GO:0016021
ostta16g00180	C:GO:0005634; C:GO:0005737; F:GO:0010181; F:GO:0016651; P:GO:0055114
ostta12g01250	F:GO:0004674; F:GO:0005524; P:GO:0006468
ostta16g00200	C:GO:0000145; P:GO:0006887
ostta16g00210	C:GO:0000796; P:GO:0007076; P:GO:0051301
ostta16g00220	F:GO:0005515
ostta16g00230	
ostta16g00240	F:GO:0004672; F:GO:0005524; P:GO:0006468
ostta16g00250	F:GO:0003676; F:GO:0004386; F:GO:0005524
ostta16g00260	F:GO:0005515
ostta16g00270	F:GO:0003723; C:GO:0005681; P:GO:0006396
ostta16g00280	
ostta16g00290	F:GO:0000287; F:GO:0004427; P:GO:0006796; C:GO:0009570; C:GO:0009579; P:GO:0009651; C:GO:0009941; P:GO:0042742; P:GO:0046686
ostta16g00300	F:GO:0003676
ostta16g00310	
ostta16g00320	P:GO:0000413; F:GO:0003755
ostta16g00330	F:GO:0003735; C:GO:0005634; P:GO:0006412; F:GO:0008266; C:GO:0009535; C:GO:0009570; C:GO:0022626
ostta16g00340	C:GO:0016021
ostta16g00350	C:GO:0016020; F:GO:0051213; P:GO:0055114
ostta16g00360	P:GO:0008285; P:GO:0016573; F:GO:0046872; C:GO:0070776
ostta16g00370	C:GO:0016021
ostta16g00380	F:GO:0008168; P:GO:0032259
ostta16g00390	P:GO:0000398; C:GO:0000932; F:GO:0003723; C:GO:0005681; C:GO:0005688; C:GO:0005730; C:GO:0005732; P:GO:0030490; C:GO:0046540
ostta16g00400	F:GO:0005488
ostta16g00410	
ostta16g00420	F:GO:0009055; C:GO:0009570; C:GO:0009941; P:GO:0022900; F:GO:0030385; F:GO:0046872; F:GO:0051539; F:GO:0103012
ostta16g00430	F:GO:0005200; F:GO:0005524; C:GO:0005739; C:GO:0005886; P:GO:0007010; C:GO:0009506; C:GO:0009570; C:GO:0009941; C:GO:0031514; C:GO:0036156
ostta16g00440	F:GO:0004556; F:GO:0005509; P:GO:0005975
ostta16g00450	C:GO:0009522; C:GO:0009523; C:GO:0009535; P:GO:0009765; C:GO:0016021; F:GO:0016168; P:GO:0018298
ostta16g00460	C:GO:0016021
ostta16g00470	F:GO:0005515; F:GO:0016740
ostta16g00480	F:GO:0000287; F:GO:0004743; C:GO:0005737; P:GO:0006096; F:GO:0016301; F:GO:0030955
ostta16g00490	
ostta16g00500	
ostta16g00510	F:GO:0016740
ostta16g00520	F:GO:0004591; P:GO:0006099; F:GO:0030976; C:GO:0044444
ostta16g00530	F:GO:0003735; P:GO:0006412; C:GO:0022625; F:GO:0070180
ostta12g00655	F:GO:0003684; F:GO:0003906; P:GO:0006284; P:GO:0006289; F:GO:0008270; F:GO:0016829; F:GO:0019104
ostta16g00550	F:GO:0000287; F:GO:0004743; P:GO:0006096; F:GO:0016301; F:GO:0030955
ostta16g00560	F:GO:0008839; P:GO:0009089; P:GO:0055114; F:GO:0070402
ostta16g00570	F:GO:0004190; F:GO:0004519; P:GO:0006508; P:GO:0006614; F:GO:0008312; C:GO:0048500; P:GO:0090305
ostta16g00580	
ostta16g00590	F:GO:0004672; F:GO:0005524; P:GO:0006468; P:GO:0016117; F:GO:0016705; P:GO:0055114
ostta16g00600	F:GO:0004674; F:GO:0005515; F:GO:0005524; P:GO:0006468; P:GO:0016117; F:GO:0016705; P:GO:0055114
ostta16g00610	P:GO:0000453; P:GO:0000463; P:GO:0000466; C:GO:0005730; F:GO:0008650; F:GO:0016435; C:GO:0030687
ostta16g00620	C:GO:0005634; P:GO:0006325; P:GO:0006355
ostta16g00630	F:GO:0003899; P:GO:0032774
ostta16g00640	F:GO:0004140; F:GO:0005524; P:GO:0015937; P:GO:0016310; F:GO:0016787
ostta16g00650	C:GO:0009535; C:GO:0009570; C:GO:0009654; P:GO:0015979
ostta16g00660	P:GO:0006631; P:GO:0009408; C:GO:0009534; P:GO:0010028; P:GO:0015994; F:GO:0019904; C:GO:0031977; F:GO:0046422; P:GO:0055114
ostta16g00670	F:GO:0004497; P:GO:0009408; P:GO:0009414; C:GO:0009941; P:GO:0010114; P:GO:0016123; P:GO:0055114; F:GO:0071949
ostta16g00680	
ostta16g00690	F:GO:0002151; F:GO:0005515; C:GO:0031011; C:GO:0071339
ostta16g00700	C:GO:0005634
ostta16g00710	F:GO:0004069; P:GO:0009095; C:GO:0009570; F:GO:0030170; F:GO:0033853; F:GO:0033854
ostta16g00720	F:GO:0003677
ostta16g00730	F:GO:0016746
ostta16g00740	F:GO:0003677
ostta16g00750	
ostta16g00760	F:GO:0005515
ostta16g00770	F:GO:0003735; C:GO:0005840; P:GO:0006412; F:GO:0019843
ostta16g00780	F:GO:0003684; F:GO:0005515; C:GO:0005634; C:GO:0005829; P:GO:0006289; P:GO:0043161; C:GO:0080008
ostta16g00790	
ostta16g00800	C:GO:0016020; C:GO:0016021; F:GO:0016740
ostta16g00810	C:GO:0016020; F:GO:0016740
ostta16g00820	C:GO:0000139; P:GO:0008643; F:GO:0015165; C:GO:0016021; P:GO:0090481
ostta16g00830	F:GO:0004222; F:GO:0005524; P:GO:0006508; C:GO:0016020; C:GO:0044424; P:GO:0051301
ostta16g00840	
ostta16g00850	F:GO:0008289
ostta16g00860	
ostta16g00870	P:GO:0008612; F:GO:0016829; F:GO:0019135; F:GO:0046872; P:GO:0055114
ostta16g00880	P:GO:0000398; F:GO:0003723; C:GO:0005684; C:GO:0005686; C:GO:0005689; C:GO:0071011; C:GO:0071013
ostta16g00890	C:GO:0016021
ostta16g00900	F:GO:0003676; F:GO:0004527; C:GO:0005929; P:GO:0006364; F:GO:0008408; C:GO:0016020; C:GO:0016021; C:GO:0031514; C:GO:0042995; P:GO:0090305
ostta16g00910	C:GO:0016021; F:GO:0016747; C:GO:0043229; P:GO:0046460
ostta16g00920	F:GO:0005509
ostta16g00930	F:GO:0009916; C:GO:0016021; F:GO:0046872; P:GO:0055114; C:GO:0070469; F:GO:0102721
ostta16g00940	F:GO:0008168; P:GO:0032259
ostta16g00950	
ostta16g00960	F:GO:0004622; P:GO:0016042; P:GO:0046470
ostta16g00970	F:GO:0003676; F:GO:0008270
ostta16g00980	P:GO:0001522; F:GO:0003723; F:GO:0009982
ostta16g00990	P:GO:0000055; C:GO:0005634; C:GO:0005829; P:GO:0007029; P:GO:0009834; C:GO:0016020; F:GO:0043023
ostta16g01000	
ostta16g01010	C:GO:0005739; P:GO:0009987; C:GO:0016020; F:GO:0016779
ostta16g01020	P:GO:0006810; C:GO:0016021; C:GO:0043231; C:GO:0044444
ostta16g01030	F:GO:0016301; P:GO:0016310
ostta16g01040	F:GO:0004571; F:GO:0005509; P:GO:0008152; C:GO:0016020
ostta16g01050	F:GO:0004674; F:GO:0005524; P:GO:0006468; P:GO:0050794
ostta16g01060	C:GO:0000786; F:GO:0003677; C:GO:0005634; F:GO:0046982
ostta16g01070	F:GO:0003677; C:GO:0005664; P:GO:0006260
ostta16g01080	
ostta16g01090	F:GO:0003677; P:GO:0006777; F:GO:0016787; P:GO:0050794
ostta16g01100	C:GO:0005829; P:GO:0006508; F:GO:0008234; F:GO:0016491; P:GO:0055114
ostta16g01110	
ostta16g01120	F:GO:0004518; P:GO:0034477; P:GO:0090305
ostta16g01130	P:GO:0006508; F:GO:0008234; C:GO:0016021
ostta16g01140	
ostta16g01150	F:GO:0003824; P:GO:0009058
ostta16g01160	F:GO:0008813; F:GO:0016829
ostta16g01170	P:GO:0006364; C:GO:0016020; C:GO:0031981
ostta16g01180	P:GO:0000398; F:GO:0003723; F:GO:0046872; C:GO:0089701
ostta16g01190	P:GO:0006357; C:GO:0032777
ostta16g01200	F:GO:0003677; F:GO:0004003; F:GO:0005524; C:GO:0005634; P:GO:0006259; P:GO:0006974; P:GO:0032508
ostta16g01210	C:GO:0005634; P:GO:0006355
ostta16g01220	
ostta16g01230	P:GO:0006325; P:GO:0006807; F:GO:0016787; P:GO:0044238; P:GO:0044260
ostta16g01240	F:GO:0005524; P:GO:0006298; F:GO:0030983; C:GO:0044424
ostta16g01250	F:GO:0008483; P:GO:0009058; C:GO:0016021; F:GO:0030170
ostta16g01260	F:GO:0004788; F:GO:0005524; P:GO:0006772; P:GO:0009229; C:GO:0009941; F:GO:0016491; F:GO:0030975; P:GO:0055114
ostta16g01270	F:GO:0004788; F:GO:0005524; P:GO:0006772; P:GO:0009229; F:GO:0016301; P:GO:0016310; F:GO:0016491; F:GO:0030975; P:GO:0055114
ostta16g01280	P:GO:0000184; F:GO:0003723; C:GO:0005730; P:GO:0006397; P:GO:0006417; P:GO:0008380; C:GO:0009507; P:GO:0009793; P:GO:0010183; P:GO:0010628; C:GO:0016607; C:GO:0035145; P:GO:0051028
ostta16g01290	P:GO:0016070
ostta16g01300	P:GO:0006869; F:GO:0008289; C:GO:0016021
ostta16g01310	
ostta16g01320	F:GO:0005515
ostta16g01330	C:GO:0009507; C:GO:0016021
ostta16g01340	P:GO:0000160; F:GO:0003677; F:GO:0003700; C:GO:0005634; P:GO:0006355
ostta16g01350	F:GO:0003676
ostta16g01360	
ostta16g01370	F:GO:0003921; F:GO:0003922; F:GO:0005524; C:GO:0005829; P:GO:0006177; P:GO:0006541; F:GO:0016462
ostta16g01380	C:GO:0016021
ostta16g01390	F:GO:0000287; F:GO:0004610; P:GO:0005975
ostta16g01400	
ostta16g01410	P:GO:0002181; F:GO:0003723; F:GO:0003735; C:GO:0022625
ostta16g01420	
ostta16g01430	
ostta16g01440	F:GO:0004672; F:GO:0005524; P:GO:0006468
ostta16g01450	F:GO:0000287; F:GO:0004749; P:GO:0009116; P:GO:0009165; F:GO:0016301; P:GO:0016310
ostta16g01460	P:GO:0007283; P:GO:0009987; C:GO:0016020
ostta16g01470	P:GO:0015996; F:GO:0047746
ostta16g01480	F:GO:0004164; P:GO:0017183; P:GO:0032259
ostta16g01490	C:GO:0016020
ostta16g01500	F:GO:0004430; C:GO:0005737; C:GO:0016020; P:GO:0046854; P:GO:0048015
ostta16g01510	C:GO:0005886; C:GO:0016021
ostta16g01520	C:GO:0032021; P:GO:0034244
ostta16g01530	C:GO:0005739
ostta16g01540	P:GO:0008152; F:GO:0016787
ostta16g01550	P:GO:0006979; P:GO:0009236; C:GO:0009507; F:GO:0016852; P:GO:0019354; F:GO:0042802; F:GO:0051266; F:GO:0051536
ostta16g01560	F:GO:0004373; F:GO:2001070
ostta16g01570	F:GO:0008168; P:GO:0032259
ostta16g01580	P:GO:0046854
ostta16g01590	C:GO:0009536; C:GO:0016021
ostta16g01600	C:GO:0016021; F:GO:0016740
ostta16g01610	C:GO:0005739; P:GO:0006457; F:GO:0008270; P:GO:0030150; P:GO:0050821; F:GO:0051087
ostta16g01620	F:GO:0005509; C:GO:0009654; P:GO:0015979; C:GO:0019898
ostta16g01630	C:GO:0016021
ostta16g01640	F:GO:0005515
ostta16g01650	F:GO:0005515
ostta16g01660	F:GO:0046872
ostta16g01670	F:GO:0003735; C:GO:0005840; P:GO:0006412
ostta16g01680	F:GO:0005515; F:GO:0016853
ostta16g01690	P:GO:0005975; P:GO:0006098; F:GO:0017057
ostta16g01700	F:GO:0005524; C:GO:0005737; P:GO:0006457
ostta16g01710	F:GO:0005515
ostta16g01720	F:GO:0003735; P:GO:0006412; C:GO:0009536; C:GO:0015935
ostta12g00645	
ostta16g01740	C:GO:0016021
ostta16g01750	P:GO:0006281; F:GO:0035312; P:GO:0090305
ostta16g01760	C:GO:0005730; P:GO:0006412
ostta16g01770	P:GO:0002181; F:GO:0003735; P:GO:0006414; C:GO:0022625; F:GO:0030295; P:GO:0045860
ostta16g01780	C:GO:0005737; P:GO:0006221; P:GO:0016310; F:GO:0033862; P:GO:0046940
ostta16g01790	F:GO:0005347; C:GO:0005743; P:GO:0006839; C:GO:0009536; C:GO:0016021; C:GO:0042651; P:GO:0050896; P:GO:0055085
ostta16g01800	F:GO:0004129; C:GO:0005751; C:GO:0016021; P:GO:0022900; P:GO:1902600
ostta16g01810	C:GO:0009507; C:GO:0009941; F:GO:0016788
ostta16g01820	P:GO:0006457; F:GO:0051082
ostta16g01830	P:GO:0000398
ostta16g01840	
ostta16g01850	
ostta16g01860	F:GO:0000166; F:GO:0003676; F:GO:0008026; P:GO:0008152; P:GO:0009987; F:GO:0043167
ostta16g01870	
ostta16g01880	
ostta16g01890	F:GO:0005524; C:GO:0005634; C:GO:0005840; P:GO:0006355; F:GO:0032041; P:GO:0070932
ostta16g01900	
ostta16g01910	F:GO:0005524; C:GO:0009507; P:GO:0016114; P:GO:0016310; F:GO:0050515
ostta16g01920	F:GO:0005509; C:GO:0009535; C:GO:0009543; C:GO:0009570; C:GO:0009654; C:GO:0019898; P:GO:0048564
ostta16g01930	
ostta16g01940	F:GO:0003684; F:GO:0005524; P:GO:0006290; P:GO:0006298; F:GO:0030983
ostta16g01950	
ostta16g01960	C:GO:0016021
ostta16g01970	F:GO:0016301; P:GO:0016310; F:GO:0016773
ostta16g01980	P:GO:0006355; F:GO:0008270; F:GO:0043565
ostta16g01990	F:GO:0005515; C:GO:0005789; C:GO:0016021; P:GO:0034976; P:GO:0044237; P:GO:0044238; P:GO:0071704
ostta16g02000	C:GO:0000139; P:GO:0009306; C:GO:0016021; P:GO:0046907
ostta16g02010	F:GO:0005515; P:GO:0006401; C:GO:0055087
ostta16g02020	F:GO:0000030; C:GO:0005783; P:GO:0006486; P:GO:0010483; P:GO:0048868; P:GO:0097502
ostta16g02030	F:GO:0004489; P:GO:0006555; P:GO:0035999; P:GO:0055114
ostta16g02040	C:GO:0016021; F:GO:0016301; P:GO:0016310
ostta16g02050	
ostta16g02060	
ostta16g02070	F:GO:0005515; C:GO:0005622; P:GO:0006886; P:GO:0016192
ostta16g02080	F:GO:0000287; F:GO:0003984; P:GO:0009097; P:GO:0009099; C:GO:0009570; F:GO:0016829; F:GO:0030976; F:GO:0050660
ostta16g02090	C:GO:0016021
ostta16g02100	C:GO:0005634; P:GO:0006357; P:GO:0051726
ostta16g02110	C:GO:0000778; F:GO:0019237; P:GO:0051301; P:GO:0051315; P:GO:0051382; P:GO:0051455
ostta16g02120	C:GO:0016021
ostta16g02130	F:GO:0005044; F:GO:0005216; P:GO:0006898; P:GO:0006955; C:GO:0016021; F:GO:0030247; P:GO:0034220
ostta16g02140	F:GO:0003824; F:GO:0005515; P:GO:0008152
ostta16g02150	F:GO:0005524; F:GO:0016301; P:GO:0016310
ostta16g02160	C:GO:0016020; C:GO:0016021
ostta16g02170	F:GO:0016491; P:GO:0055114
ostta16g02180	F:GO:0009055; P:GO:0022900; F:GO:0051537
ostta16g02190	C:GO:0016020
ostta16g02200	P:GO:0006470; F:GO:0008138
ostta16g02210	C:GO:0016021
ostta16g02220	
ostta16g02230	C:GO:0005829; C:GO:0005886; P:GO:0006886; P:GO:0006897; C:GO:0030131
ostta16g02240	F:GO:0004298; F:GO:0005515; C:GO:0005839; C:GO:0016021; F:GO:0046872; P:GO:0051603
ostta16g02250	F:GO:0004721; C:GO:0005634; P:GO:0006397; P:GO:0006470
ostta16g02260	
ostta16g02270	C:GO:0016021
ostta16g02280	C:GO:0016021; F:GO:0019706
ostta16g02290	
ostta16g02300	F:GO:0005509; C:GO:0016021; P:GO:0030001; F:GO:0046873; P:GO:0055085
ostta16g02310	P:GO:0009416; C:GO:0009522; C:GO:0009523; C:GO:0009535; P:GO:0009765; C:GO:0016021; F:GO:0016168; P:GO:0018298
ostta16g02320	C:GO:0016021
ostta16g02330	F:GO:0003723; F:GO:0008408; P:GO:0090305
ostta16g02340	C:GO:0016021
ostta16g02350	F:GO:0004386; F:GO:0005515
ostta16g02360	
ostta16g02370	F:GO:0005488
ostta16g02380	C:GO:0016021
ostta16g02390	P:GO:0000398; F:GO:0003723; C:GO:0005681; C:GO:0005829; F:GO:0008270
ostta16g02400	F:GO:0004842; F:GO:0008270; C:GO:0016021; P:GO:0016567
ostta16g02410	C:GO:0005634; P:GO:0006260; P:GO:0008150
ostta16g02420	P:GO:0006259; C:GO:0016021; F:GO:0016888
ostta16g02430	P:GO:0006259; C:GO:0016021; F:GO:0016888
ostta16g02440	C:GO:0016021
ostta16g02450	F:GO:0016765
ostta16g02460	F:GO:0016787
ostta16g02470	C:GO:0009507; P:GO:0009658; C:GO:0016020
ostta16g02480	F:GO:0004373; F:GO:0009011; C:GO:0009501; C:GO:0009507; P:GO:0019252
ostta16g02490	C:GO:0005634; P:GO:0006886; F:GO:0008536
ostta16g02500	C:GO:0016021
ostta16g02510	F:GO:0000062; F:GO:0005515
ostta16g02520	F:GO:0000062; F:GO:0005515
ostta16g02530	F:GO:0015299; C:GO:0016021; P:GO:1902600
ostta16g02540	F:GO:0000155; P:GO:0000160; F:GO:0004674; F:GO:0005524; P:GO:0023014; C:GO:0044424
ostta16g02550	F:GO:0003824; C:GO:0016020; C:GO:0016021
ostta16g02560	F:GO:0004055; F:GO:0005524; P:GO:0006526; C:GO:0009570
ostta16g02570	C:GO:0016020; C:GO:0016021
ostta16g02580	C:GO:0016021; F:GO:0016491; F:GO:0020037; F:GO:0046872; P:GO:0055114
ostta16g02590	F:GO:0016491; F:GO:0020037; F:GO:0046872; P:GO:0055114
ostta16g02600	F:GO:0005515
ostta16g02610	C:GO:0005743; F:GO:0008137; F:GO:0009055; P:GO:0022900; C:GO:0070469
ostta16g02620	C:GO:0016021; P:GO:0030001; F:GO:0046873; P:GO:0055085
ostta16g02630	C:GO:0016021; F:GO:0051213; P:GO:0055114
ostta16g02640	
ostta16g02650	F:GO:0046872
ostta16g02660	C:GO:0016021
ostta16g02670	
ostta16g02680	P:GO:0006891; C:GO:0017119; F:GO:0046982; C:GO:0071821
ostta16g02690	F:GO:0016491; F:GO:0051537; P:GO:0055114
ostta16g02700	F:GO:0003677; F:GO:0003899; P:GO:0006351; C:GO:0016020; C:GO:0016021; F:GO:0016740; F:GO:0016779
ostta16g02710	F:GO:0004252; C:GO:0005794; P:GO:0006508; C:GO:0016021; P:GO:0042538
ostta16g02720	
ostta16g02730	C:GO:0016020; C:GO:0016021
ostta17g00010	F:GO:0004222; F:GO:0005524; C:GO:0005739; P:GO:0006508; C:GO:0009536; P:GO:0010073; C:GO:0016020
ostta17g00020	F:GO:0003824; F:GO:0050662
ostta17g00030	F:GO:0004517; P:GO:0006809; P:GO:0006950; F:GO:0010181; P:GO:0055114
ostta17g00040	C:GO:0016021
ostta17g00050	F:GO:0005524; C:GO:0005634; C:GO:0005739; C:GO:0005774; C:GO:0005783; C:GO:0005886; P:GO:0006457; P:GO:0009306; P:GO:0009409; P:GO:0009414; C:GO:0009506; C:GO:0009507; P:GO:0009651; P:GO:0009934; P:GO:0010075; F:GO:0016301; P:GO:0016310; F:GO:0016887; P:GO:0034976; P:GO:0046686; C:GO:0048046; F:GO:0051082
ostta17g00060	F:GO:0003743; P:GO:0006413
ostta17g00070	P:GO:0000413; F:GO:0003755; C:GO:0044444; P:GO:0050789
ostta17g00080	
ostta17g00090	F:GO:0004222; C:GO:0005739; P:GO:0006508; F:GO:0046872
ostta17g00100	
ostta17g00110	C:GO:0016021
ostta17g00120	F:GO:0005506; F:GO:0016705; F:GO:0031418; F:GO:0051213; P:GO:0055114
ostta17g00130	F:GO:0004853; C:GO:0005829; P:GO:0006782; C:GO:0009570; P:GO:0046686
ostta17g00140	F:GO:0005515
ostta17g00150	P:GO:0000413; F:GO:0003755; C:GO:0016021
ostta17g00160	
ostta17g00170	P:GO:0006855; F:GO:0015238; F:GO:0015297; C:GO:0016021
ostta17g00180	C:GO:0016021
ostta17g00190	C:GO:0016020; C:GO:0016021
ostta17g00200	P:GO:0006777; C:GO:0044424
ostta17g00210	P:GO:0001522; F:GO:0003723; F:GO:0009982
ostta17g00220	F:GO:0046872
ostta17g00230	
ostta17g00240	F:GO:0005524; F:GO:0016787
ostta17g00250	F:GO:0005515; P:GO:0006364; C:GO:0032040
ostta17g00260	P:GO:0000413; F:GO:0003755; F:GO:0005528; C:GO:0005737; C:GO:0016020; P:GO:0061077
ostta17g00270	F:GO:0003677; F:GO:0004003; F:GO:0005524; C:GO:0005634; P:GO:0006139; P:GO:0032508
ostta17g00280	C:GO:0005829
ostta17g00290	F:GO:0015109; P:GO:0015703; C:GO:0016021
ostta17g00300	F:GO:0016491; P:GO:0055114
ostta17g00310	F:GO:0009055; C:GO:0009507; C:GO:0016021; P:GO:0022900; F:GO:0046872; F:GO:0051537
ostta17g00320	C:GO:0016021
ostta17g00330	F:GO:0005086; P:GO:0032012
ostta17g00340	
ostta17g00350	F:GO:0003697; P:GO:0006355; P:GO:0006952
ostta17g00360	F:GO:0000339; F:GO:0003735; C:GO:0005840; C:GO:0005846; P:GO:0006412; P:GO:0045292; P:GO:0051028
ostta17g00370	F:GO:0003676; F:GO:0003677
ostta17g00380	F:GO:0005515
ostta17g00390	P:GO:0001522; F:GO:0003723; F:GO:0009982
ostta17g00400	
ostta17g00410	F:GO:0004132; P:GO:0006220; F:GO:0008270
ostta17g00420	
ostta17g00430	F:GO:0016624; P:GO:0055114
ostta17g00440	C:GO:0016021
ostta17g00450	F:GO:0003677; C:GO:0005634; P:GO:0006355
ostta17g00460	F:GO:0005515
ostta17g00470	C:GO:0016021; P:GO:0055085
ostta17g00480	C:GO:0016021; P:GO:0044267; P:GO:0055085
ostta17g00490	F:GO:0005515
ostta17g00500	F:GO:0005515
ostta17g00510	F:GO:0008168; P:GO:0032259
ostta17g00520	F:GO:0008168; P:GO:0032259
ostta17g00530	C:GO:0016021; F:GO:0019706
ostta17g00540	F:GO:0005524; F:GO:0016301; P:GO:0016310; P:GO:0046496; F:GO:0047453; F:GO:0052855
ostta17g00550	F:GO:0003924; F:GO:0005524; F:GO:0005525; C:GO:0005829; C:GO:0009506; F:GO:0016887; F:GO:0043022; F:GO:0043023; P:GO:0046686; P:GO:1901001
ostta17g00560	F:GO:0004672; F:GO:0005524; P:GO:0006468; C:GO:0016021
ostta17g00570	C:GO:0009522; P:GO:0015979
ostta17g00580	F:GO:0016874
ostta17g00590	F:GO:0005515; P:GO:0016571; C:GO:0035098
ostta17g00600	F:GO:0003677; C:GO:0005634
ostta17g00610	F:GO:0003677; C:GO:0005634
ostta17g00620	F:GO:0005515
ostta17g00630	
ostta17g00640	P:GO:0000027; F:GO:0003735; C:GO:0005730; P:GO:0016070; C:GO:0022626
ostta17g00650	P:GO:0002084; F:GO:0008474
ostta17g00660	
ostta17g00670	C:GO:0005813
ostta17g00680	P:GO:0001522; F:GO:0003723; F:GO:0009982
ostta17g00690	F:GO:0005515
ostta17g00700	
ostta17g00710	F:GO:0008168; P:GO:0032259
ostta17g00720	F:GO:0016616; F:GO:0051287; P:GO:0055114
ostta17g00730	
ostta17g00740	F:GO:0008289
ostta17g00750	
ostta17g00760	C:GO:0016021
ostta17g00770	F:GO:0004672; F:GO:0005524; P:GO:0006468
ostta17g00780	F:GO:0003677; F:GO:0005515; C:GO:0005634; P:GO:0090304
ostta17g00790	C:GO:0016021; F:GO:0016740; C:GO:0044464
ostta17g00800	
ostta17g00810	C:GO:0016021
ostta17g00820	F:GO:0003735; P:GO:0006412; C:GO:0022625
ostta17g00830	F:GO:0005515
ostta17g00840	C:GO:0005840; F:GO:0016787
ostta17g00850	C:GO:0000439; P:GO:0006289; P:GO:0006351
ostta17g00860	C:GO:0016020; P:GO:0055085
ostta17g00870	C:GO:0016021; F:GO:0016740
ostta17g00880	C:GO:0016021
ostta17g00890	P:GO:0002098; F:GO:0005515; C:GO:0033588
ostta17g00900	C:GO:0016020; C:GO:0016021
ostta17g00910	C:GO:0016020; C:GO:0016021
ostta17g00920	C:GO:0016020; C:GO:0016021
ostta17g00930	C:GO:0016021
ostta17g00940	C:GO:0016021
ostta17g00950	P:GO:0006508; F:GO:0008233; C:GO:0009507; P:GO:0009643; C:GO:0016021
ostta17g00960	
ostta17g00970	F:GO:0003954; C:GO:0016020; F:GO:0051539; P:GO:0055114
ostta17g00980	P:GO:0006886; F:GO:0008565; P:GO:0016192; C:GO:0030123
ostta17g00990	C:GO:0005739
ostta17g01000	F:GO:0004408; C:GO:0005743; P:GO:0018063; F:GO:0046872
ostta17g01010	P:GO:0005975; P:GO:0006098; F:GO:0017057
ostta17g01020	C:GO:0016020; C:GO:0016021
ostta17g01030	
ostta17g01040	P:GO:0006814
ostta17g01050	C:GO:0016021
ostta17g01060	
ostta17g01070	F:GO:0000030; C:GO:0005743; P:GO:0006839; F:GO:0022857; C:GO:0030176; P:GO:0097502
ostta17g01080	F:GO:0000033; P:GO:0006486; C:GO:0030176; P:GO:0097502
ostta17g01090	
ostta17g01100	F:GO:0008270; F:GO:0016491; P:GO:0055114
ostta17g01110	F:GO:0003723
ostta17g01120	
ostta17g01130	P:GO:0006470; F:GO:0008138
ostta17g01140	
ostta17g01150	F:GO:0004366; C:GO:0005783; C:GO:0005886; P:GO:0006072; P:GO:0006633; P:GO:0007275; P:GO:0019432; P:GO:0019915; F:GO:0043621
ostta17g01160	P:GO:0000050; F:GO:0004088; C:GO:0005951; P:GO:0006207; P:GO:0006526; P:GO:0006541; C:GO:0009570; P:GO:0016036
ostta17g01170	F:GO:0005515; C:GO:0016021
ostta17g01180	C:GO:0016021
ostta17g01190	F:GO:0008168; F:GO:0016740; P:GO:0032259
ostta17g01200	P:GO:0006886; P:GO:0016192; C:GO:0030131
ostta17g01210	C:GO:0016021
ostta17g01220	F:GO:0000155; P:GO:0000160; F:GO:0005216; F:GO:0005515; C:GO:0005622; C:GO:0016021; P:GO:0023014; P:GO:0034220
ostta17g01230	F:GO:0000155; P:GO:0000160; F:GO:0005216; C:GO:0005622; C:GO:0016021; P:GO:0023014; P:GO:0034220
ostta17g01240	
ostta17g01250	F:GO:0016787
ostta17g01260	C:GO:0016021
ostta17g01270	F:GO:0003735; P:GO:0006412; F:GO:0019843; C:GO:0022627
ostta17g01280	F:GO:0003824; P:GO:0005975
ostta17g01290	F:GO:0016787
ostta17g01300	F:GO:0003723; F:GO:0005515
ostta17g01310	F:GO:0004843; C:GO:0005634; C:GO:0005829; P:GO:0016579; P:GO:0030433; P:GO:0030968; P:GO:1904153; F:GO:1904265
ostta17g01320	C:GO:0016021
ostta17g01330	C:GO:0005622; P:GO:0007249
ostta17g01340	P:GO:0006855; F:GO:0015238; F:GO:0015297; C:GO:0016021
ostta17g01350	F:GO:0003723; F:GO:0003735; P:GO:0006412; C:GO:0022627
ostta17g01360	F:GO:0005524; C:GO:0009570; P:GO:0016226; F:GO:0016787; F:GO:0051536
ostta17g01370	F:GO:0005525; C:GO:0005622
ostta17g01380	F:GO:0004672; F:GO:0005524; P:GO:0006468
ostta17g01390	F:GO:0004252; P:GO:0006508; C:GO:0009570
ostta17g01400	P:GO:0006508; F:GO:0008233; P:GO:0008299; P:GO:0015979; F:GO:0016765
ostta17g01410	C:GO:0016021; F:GO:0016740
ostta17g01420	F:GO:0003847; C:GO:0016021; P:GO:0016042
ostta17g01430	F:GO:0016301; P:GO:0016310; F:GO:0043167; P:GO:0046394
ostta17g01440	
ostta17g01450	F:GO:0004408; C:GO:0005743; F:GO:0046872
ostta17g01460	
ostta17g01470	C:GO:0016021
ostta17g01480	
ostta17g01490	C:GO:0012505; P:GO:0016192
ostta17g01500	F:GO:0005515; P:GO:0006511; P:GO:0016579; F:GO:0036459
